Id,PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Electrical,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,Age Sold,Age Remod/Add,Age,Alley_Grvl,Alley_Pave,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Central Air_N,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_SFoyer,House Style_SLvl,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RM,Condition 1_RRNe,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Condition_Artery,Condition_Feedr,Condition_Norm,Condition_PosA,Condition_PosN,Condition_RRAe,Condition_RRAn,Condition_RRNn
1566,914467050,60,75.0,11050,3,0,7,5,1996,1997,0.0,2,3,2,1,1,910.0,4,4,1820,0.0,0.0,2,1,3,1,8,7,1,3,816.0,3,2,318,32,0,0,0,0,0,0,9,2008,213000,12,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1439,907187030,60,57.0,8924,2,0,7,5,1998,1999,0.0,2,3,3,1,1,880.0,4,4,1724,0.0,0.0,2,1,3,1,8,7,0,0,527.0,3,2,120,155,0,0,0,0,0,0,7,2008,188000,10,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2577,535177100,20,75.0,9610,2,0,6,6,1958,1958,632.0,2,3,1,3,1,1121.0,4,3,1336,0.0,0.0,1,1,3,1,7,7,1,3,488.0,3,2,80,0,0,0,0,0,0,0,12,2006,162000,48,0,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2241,910205130,50,75.0,13710,3,0,5,5,1950,1950,0.0,2,3,1,4,1,910.0,2,3,1558,0.0,0.0,1,1,4,1,6,7,0,0,282.0,3,2,289,0,0,0,0,0,3,0,6,2007,152000,57,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,528477080,60,100.0,12552,3,0,7,5,2004,2005,0.0,2,3,1,6,1,991.0,4,4,1947,0.0,0.0,2,1,3,1,8,7,1,4,678.0,3,2,0,136,0,0,0,0,2,0,5,2010,254900,6,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1143,531384030,60,43.0,14565,1,0,7,5,1994,1995,145.0,2,3,3,6,1,832.0,4,4,1657,0.0,0.0,2,1,3,1,6,7,0,0,483.0,3,2,144,74,0,0,0,0,0,2000,11,2008,189000,14,1,17,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1021,527302185,20,56.0,18559,2,0,7,5,1978,1978,383.0,3,3,1,6,3,2048.0,2,4,2064,1.0,0.0,2,0,3,1,7,7,2,2,550.0,3,2,200,0,0,0,0,0,0,0,8,2008,235000,30,0,33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1416,905479110,190,68.0,10880,3,0,5,5,1950,1950,0.0,2,3,1,5,1,1164.0,2,4,1164,1.0,0.0,1,0,3,1,5,7,0,0,240.0,3,2,0,48,0,0,0,0,0,0,8,2008,125000,58,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,527453150,120,24.0,2280,3,0,7,6,1975,1975,0.0,2,3,1,1,1,836.0,4,4,836,0.0,0.0,1,0,2,1,4,7,0,0,308.0,3,2,0,30,0,0,0,0,0,0,6,2010,120000,35,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2904,923125030,20,125.0,31250,3,0,1,3,1951,1951,0.0,1,0,0,0,0,0.0,2,3,1600,0.0,0.0,1,1,3,1,6,4,0,0,270.0,2,0,0,0,135,0,0,0,0,0,5,2006,81500,55,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,908127100,90,81.0,11841,3,0,6,5,1990,1990,104.0,3,3,3,6,1,816.0,2,4,816,1.0,0.0,1,0,3,1,5,7,0,0,0.0,0,2,0,32,0,0,0,0,0,0,5,2007,118500,17,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
522,528458160,20,85.0,9187,3,0,9,5,2009,2009,162.0,2,3,2,6,1,1766.0,4,4,1766,1.0,0.0,2,1,2,1,7,7,1,4,478.0,3,2,195,130,0,0,0,0,0,0,10,2009,370878,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2211,909275030,90,82.0,6270,3,0,5,6,1949,1950,0.0,2,3,1,4,1,1001.0,2,3,2002,0.0,0.0,2,0,4,2,8,7,0,0,871.0,3,2,0,0,0,0,0,0,0,0,8,2007,145000,58,1,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1539,909425010,50,69.0,15660,2,0,7,9,1939,2006,312.0,3,3,1,4,1,798.0,4,4,1954,0.0,1.0,1,1,3,1,8,7,2,3,431.0,3,2,0,119,150,0,0,0,0,0,5,2008,311500,69,67,72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2420,528228280,120,43.0,3087,3,0,7,5,2006,2006,14.0,2,3,3,6,1,1220.0,4,4,1364,1.0,0.0,2,0,2,1,6,7,1,4,437.0,3,2,100,16,0,0,0,0,0,0,11,2006,210250,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2779,907192010,60,95.0,13450,2,0,7,5,2002,2002,0.0,2,3,1,6,1,916.0,4,4,1861,1.0,0.0,2,1,3,1,8,7,0,0,492.0,3,2,146,91,0,0,0,0,0,0,6,2006,200000,4,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
953,914476020,90,75.0,10125,3,0,5,5,1977,1977,0.0,2,0,0,0,0,0.0,2,4,1734,0.0,0.0,2,0,4,2,8,7,0,0,539.0,3,2,0,0,0,0,0,0,0,0,8,2009,126000,32,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
658,535377150,70,80.0,8146,3,0,4,8,1900,2003,0.0,3,3,1,1,1,405.0,3,4,1039,0.0,0.0,1,0,2,1,6,7,0,0,281.0,3,0,0,0,168,0,111,0,0,0,5,2009,114000,109,103,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
714,902301060,70,60.0,9600,3,0,4,4,1910,1950,0.0,3,3,1,1,1,677.0,2,4,1510,0.0,0.0,2,0,3,1,7,7,0,0,720.0,3,0,0,0,160,0,0,0,0,0,6,2009,87500,99,40,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1637,527212060,60,98.0,12328,2,0,8,5,2005,2005,146.0,2,3,2,6,1,1149.0,4,4,2541,1.0,0.0,3,1,4,1,10,7,1,4,729.0,3,2,120,32,0,0,0,0,0,0,7,2007,349265,2,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
538,531369020,20,76.0,10141,2,0,8,5,2004,2004,264.0,2,3,4,4,3,1512.0,4,4,1512,0.0,0.0,2,0,3,1,6,7,0,0,845.0,3,2,210,36,0,0,0,0,0,0,1,2009,203000,5,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
546,531385020,20,65.0,8529,2,0,7,5,2001,2001,0.0,2,3,1,6,1,1454.0,4,4,1434,0.0,0.0,2,0,3,1,6,7,1,3,527.0,3,2,290,39,0,0,0,0,0,0,4,2009,189000,8,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
533,528490070,60,65.0,8127,2,0,7,5,2003,2003,0.0,2,3,1,6,1,812.0,4,4,1653,1.0,0.0,2,1,3,1,6,7,0,0,628.0,3,2,0,45,0,0,0,0,0,0,3,2009,209000,6,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
718,902327070,70,70.0,8400,3,0,6,7,1900,1950,0.0,2,4,2,1,1,917.0,3,3,2007,0.0,0.0,2,0,3,1,8,7,0,0,357.0,3,2,0,235,0,0,0,0,0,0,6,2009,160000,109,50,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,532479050,20,44.0,10751,2,0,5,5,1974,1974,44.0,2,3,4,5,1,1037.0,2,4,1037,1.0,0.0,1,0,2,1,5,7,0,0,431.0,3,2,136,47,0,0,0,0,0,0,8,2007,129000,33,0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,924100070,20,77.0,10010,3,1,5,5,1974,1975,0.0,2,3,3,5,2,1389.0,3,4,1389,1.0,0.0,1,0,2,1,6,7,1,3,418.0,3,2,240,38,0,0,0,0,0,0,4,2006,170000,32,1,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2207,909254140,30,40.0,4280,3,0,5,6,1913,2002,0.0,2,3,1,2,1,440.0,2,4,694,0.0,0.0,1,0,2,1,4,7,1,4,352.0,4,1,0,0,34,0,0,0,3,0,3,2007,90350,94,89,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1417,905480150,50,60.0,9600,3,0,6,5,1924,1950,0.0,2,3,1,1,1,572.0,1,2,1096,0.0,0.0,1,0,2,1,5,7,0,0,0.0,0,0,0,8,128,0,0,0,0,0,4,2008,79000,84,26,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2787,907203040,20,70.0,9800,3,0,5,7,1972,1972,0.0,2,3,1,5,1,894.0,2,4,894,1.0,0.0,1,0,3,1,5,7,0,0,552.0,3,2,256,0,0,0,0,0,2,0,7,2006,149900,34,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1037,527403360,20,63.0,7560,3,0,5,5,1971,1971,0.0,2,3,1,3,5,864.0,2,4,864,1.0,0.0,1,0,3,1,5,7,0,0,576.0,3,2,0,0,0,0,0,0,0,0,5,2008,123000,37,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2659,902305090,70,60.0,9600,3,0,4,2,1900,1950,0.0,2,2,1,1,1,1095.0,1,4,1774,1.0,0.0,2,0,4,2,8,5,0,0,779.0,2,0,0,0,90,0,0,0,0,0,5,2006,87000,106,50,111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1567,914475020,80,76.0,9880,3,0,6,6,1977,1977,0.0,2,3,3,5,1,1096.0,2,4,1118,1.0,0.0,1,0,3,1,6,7,1,1,358.0,3,2,203,0,0,0,0,576,4,0,7,2008,171000,31,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1225,534477080,50,80.0,9600,3,0,6,5,1950,1950,0.0,2,3,1,4,1,1032.0,2,3,1252,0.0,0.0,1,0,3,1,6,7,0,0,288.0,3,2,0,0,96,0,0,0,0,0,4,2008,119000,58,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
685,535453200,20,70.0,7931,3,0,5,5,1959,1959,0.0,2,3,1,4,1,1148.0,2,4,1148,1.0,0.0,1,0,3,1,6,7,0,0,672.0,3,2,0,0,0,0,0,0,4,0,7,2009,132500,50,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1358,903427090,70,63.0,5100,3,0,8,7,1925,1996,0.0,3,3,1,1,1,588.0,1,4,1666,0.0,0.0,1,0,3,1,7,7,1,4,228.0,3,2,192,63,0,0,0,0,3,0,6,2008,161000,83,71,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1461,907255030,60,71.0,9720,2,0,9,5,2001,2002,134.0,2,3,2,6,1,1357.0,4,4,1947,1.0,0.0,2,1,3,1,7,7,1,3,725.0,3,2,168,116,0,0,0,0,0,0,1,2008,274000,7,1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
221,905104210,20,70.0,8521,3,0,5,5,1967,1967,0.0,2,3,1,5,1,912.0,2,4,912,0.0,0.0,1,0,3,1,5,7,1,2,336.0,3,2,0,0,0,0,0,0,3,0,5,2010,125000,43,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
